SN,Date,Open,High,Low,LTP,CHANGE,Volume,Adjusted_Close
38,2024-01-16,576.50,593.00,576.50,590.00,2.34,"47,974.00","28,032,704.70"
39,2024-01-14,590.00,590.00,574.00,576.50,-0.77,"33,968.00","19,681,601.90"
40,2024-01-11,589.00,590.00,575.60,581.00,-0.85,"34,875.00","20,335,107.40"
41,2024-01-10,590.00,615.00,583.20,586.00,1.30,"66,693.00","39,305,463.00"
42,2024-01-09,580.00,592.00,575.00,578.50,0.96,"99,808.00","58,461,122.40"
43,2024-01-08,550.00,574.20,550.00,573.00,5.14,"55,646.00","31,125,597.00"
44,2024-01-07,560.00,560.00,545.00,545.00,-2.92,"103,065.00","56,626,045.30"
45,2024-01-04,574.00,580.00,561.00,561.40,-2.20,"102,157.00","58,392,568.50"
46,2024-01-03,562.20,580.00,558.00,574.00,0.53,"131,787.00","74,470,441.90"
47,2024-01-02,590.00,590.00,570.00,571.00,-3.71,"169,936.00","98,055,139.30"
48,2024-01-01,605.00,616.00,592.10,593.00,-1.82,"151,338.00","91,361,277.40"
49,2023-12-28,592.00,606.00,585.00,604.00,1.82,"110,503.00","65,951,706.40"
50,2023-12-27,590.00,605.00,586.00,593.20,1.40,"111,493.00","66,221,641.90"
51,2023-12-24,575.00,612.00,565.90,585.00,1.74,"151,493.00","89,384,099.80"
52,2023-12-21,590.00,590.00,575.00,575.00,-2.54,"119,851.00","69,349,384.80"
53,2023-12-20,590.00,613.80,581.00,590.00,-1.01,"146,105.00","86,254,114.70"
54,2023-12-19,543.00,597.30,541.00,596.00,9.76,"208,301.00","117,010,711.30"
55,2023-12-18,540.00,553.10,535.50,543.00,0.59,"83,247.00","45,310,526.40"
56,2023-12-17,520.00,540.00,508.00,539.80,1.85,"143,067.00","75,730,166.90"
57,2023-12-14,531.20,538.00,526.00,530.00,-1.10,"84,440.00","44,899,004.90"
58,2023-12-13,545.00,552.90,531.00,535.90,-1.67,"135,643.00","73,293,873.30"
59,2023-12-12,513.00,546.70,511.00,545.00,6.09,"167,790.00","89,717,131.40"
60,2023-12-11,520.00,520.20,500.00,513.70,-0.45,"224,451.00","114,738,035.40"
61,2023-12-10,503.90,520.00,503.00,516.00,4.43,"34,002.00","17,524,929.00"
62,2023-12-07,503.00,510.00,490.30,494.10,-1.96,"132,021.00","65,619,671.50"
63,2023-12-06,475.00,505.00,475.00,504.00,5.24,"147,396.00","73,012,938.80"
64,2023-12-05,482.40,492.00,476.50,478.90,1.25,"103,834.00","50,309,370.90"
65,2023-12-04,465.00,485.00,461.20,473.00,1.70,"89,450.00","42,612,480.60"
66,2023-12-03,465.00,471.00,455.00,465.10,0.45,"39,928.00","18,419,648.00"
67,2023-11-30,462.10,468.10,455.00,463.00,0.19,"43,950.00","20,330,500.10"
68,2023-11-29,466.50,476.00,462.00,462.10,-2.10,"50,678.00","23,730,963.90"
69,2023-11-28,460.50,477.30,460.00,472.00,0.75,"57,079.00","26,864,994.80"
70,2023-11-27,467.00,482.00,465.00,468.50,-1.58,"94,185.00","44,401,119.00"
71,2023-11-26,452.00,480.00,452.00,476.00,4.59,"107,101.00","50,566,288.20"
72,2023-11-23,436.10,460.00,436.10,455.10,2.96,"59,825.00","27,121,420.60"
73,2023-11-22,425.00,442.00,425.00,442.00,2.08,"27,128.00","11,823,614.50"
74,2023-11-21,433.00,444.00,429.00,433.00,-0.69,"29,357.00","12,750,066.70"
75,2023-11-20,428.10,446.00,428.10,436.00,2.16,"47,505.00","20,843,533.50"
76,2023-11-09,438.50,438.50,423.20,426.80,-1.02,"24,638.00","10,518,958.50"
77,2023-11-08,420.00,438.00,416.10,431.20,1.70,"38,519.00","16,590,841.80"
78,2023-11-07,403.50,427.90,403.50,424.00,3.44,"28,324.00","11,838,154.90"
79,2023-11-06,396.20,410.70,396.10,409.90,2.19,"23,605.00","9,572,478.40"
80,2023-11-05,398.20,404.00,397.00,401.10,-0.72,"17,804.00","7,115,186.00"
81,2023-11-02,409.00,412.00,402.60,404.00,-1.34,"17,585.00","7,137,178.50"
82,2023-11-01,410.00,417.00,409.00,409.50,-0.36,"18,526.00","7,631,345.00"
83,2023-10-31,413.00,416.00,408.10,411.00,-0.48,"20,915.00","8,614,019.00"
84,2023-10-30,410.30,424.00,409.20,413.00,-1.05,"26,551.00","10,987,539.00"
85,2023-10-29,416.90,424.00,415.50,417.40,-1.88,"26,553.00","11,101,423.30"
86,2023-10-19,427.00,432.00,421.00,425.40,-0.26,"19,097.00","8,144,657.10"
87,2023-10-18,418.90,433.00,415.00,426.50,1.81,"23,475.00","10,025,237.00"
88,2023-10-17,420.00,435.00,418.10,418.90,-0.73,"25,545.00","10,778,650.80"
89,2023-10-16,431.20,440.00,420.00,422.00,-4.09,"48,515.00","20,676,742.50"
90,2023-10-12,445.00,450.00,440.00,440.00,-1.83,"45,122.00","19,974,236.20"
91,2023-10-11,456.90,457.00,445.00,448.20,0.04,"38,735.00","17,354,144.50"
92,2023-10-10,450.00,459.00,447.20,448.00,-1.32,"42,185.00","18,942,476.00"
93,2023-10-09,452.00,460.00,450.00,454.00,-0.87,"41,905.00","18,976,790.50"
94,2023-10-08,463.00,463.00,453.10,458.00,-1.21,"90,905.00","41,621,614.50"
95,2023-10-05,461.00,470.00,461.00,463.60,-1.00,"65,177.00","30,330,490.10"
96,2023-10-04,455.00,473.00,455.00,468.30,0.93,"64,354.00","30,130,765.60"
97,2023-10-03,464.00,473.20,460.10,464.00,-0.45,"68,260.00","31,732,945.50"
98,2023-10-02,465.00,470.20,456.10,466.10,0.41,"82,567.00","38,307,433.70"
99,2023-10-01,480.00,480.00,463.00,464.20,-3.49,"128,400.00","60,353,988.90"
100,2023-09-27,471.00,487.50,471.00,481.00,0.61,"159,205.00","76,223,732.00"
101,2023-09-26,460.00,484.00,460.00,478.10,4.16,"160,361.00","75,362,100.30"
102,2023-09-25,460.00,466.00,451.00,459.00,0.68,"167,319.00","76,896,604.50"
103,2023-09-24,470.00,470.00,455.10,455.90,-3.00,"211,689.00","97,361,752.60"
104,2023-09-21,475.20,522.70,455.00,470.00,-1.09,"431,850.00","201,836,483.50"
